date,A,B,C,D,E,F,G,H,I,J,K,L,M
2023/1/3 8:01,29,1,30,2,0,17,16,31,0,23,2,1,0
2023/1/3 8:02,6,0,1,3,0,0,0,5,0,1,2,0,0
2023/1/3 8:03,1,0,1,1,0,0,0,0,0,0,0,0,0
2023/1/3 8:04,1,1,1,1,0,0,0,1,0,1,2,0,0
2023/1/3 8:05,1,1,1,3,0,0,0,1,0,1,3,0,0
2023/1/3 8:06,1,0,1,2,20,0,0,1,1,1,1,96,8
2023/1/3 8:07,1,0,6,2,127,37,40,2,0,9,2,58,0
2023/1/3 8:08,23,1,27,1,89,60,59,20,0,35,2,3,0
2023/1/3 8:09,33,0,26,3,0,28,12,29,1,16,1,0,1
2023/1/3 8:10,15,1,2,2,0,0,0,5,0,1,1,0,0
2023/1/3 8:11,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 8:12,1,0,2,2,0,0,0,1,1,1,2,0,0
2023/1/3 8:13,1,0,1,2,0,0,0,0,1,1,1,0,0
2023/1/3 8:14,1,1,1,2,20,0,0,1,1,1,2,59,17
2023/1/3 8:15,2,1,9,2,136,40,43,4,0,6,2,31,2
2023/1/3 8:16,22,0,25,3,82,62,62,24,0,27,2,5,1
2023/1/3 8:17,28,0,31,2,0,21,10,35,0,24,1,0,0
2023/1/3 8:18,12,1,2,1,0,0,0,0,0,1,1,0,0
2023/1/3 8:19,1,0,1,2,0,0,0,1,1,1,2,0,0
2023/1/3 8:20,1,1,1,2,0,0,0,1,0,1,1,0,0
2023/1/3 8:21,1,0,1,1,0,0,0,1,1,1,3,0,0
2023/1/3 8:22,0,0,1,4,18,0,0,1,1,0,1,80,19
2023/1/3 8:23,2,2,7,1,147,42,40,1,0,6,2,39,4
2023/1/3 8:24,26,1,29,2,73,61,64,22,0,36,2,0,0
2023/1/3 8:25,28,1,20,2,0,6,24,34,0,21,2,1,0
2023/1/3 8:26,4,1,2,2,0,0,0,12,0,3,1,0,0
2023/1/3 8:27,1,0,1,4,0,0,0,1,0,1,1,0,0
2023/1/3 8:28,1,0,1,0,0,0,0,0,0,0,2,0,0
2023/1/3 8:29,1,1,1,3,0,0,0,1,0,1,2,0,0
2023/1/3 8:30,1,1,1,1,16,0,0,1,0,1,2,72,27
2023/1/3 8:31,2,0,4,3,142,40,41,2,1,5,0,50,1
2023/1/3 8:32,27,1,26,2,80,56,62,32,0,27,1,0,0
2023/1/3 8:33,24,0,32,2,0,18,21,30,0,26,3,0,0
2023/1/3 8:34,6,0,1,2,0,0,0,8,0,0,3,0,1
2023/1/3 8:35,1,0,1,2,0,0,0,1,0,1,0,1,0
2023/1/3 8:36,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 8:37,1,1,1,1,0,0,0,1,0,1,2,0,1
2023/1/3 8:38,1,1,1,2,19,0,0,1,0,1,2,75,24
2023/1/3 8:39,1,0,9,3,126,38,41,4,1,4,0,60,4
2023/1/3 8:40,20,1,30,2,92,59,61,28,0,30,3,0,0
2023/1/3 8:41,30,0,24,2,0,16,22,30,0,27,2,0,0
2023/1/3 8:42,7,1,1,2,0,0,0,5,0,2,1,0,0
2023/1/3 8:43,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 8:44,1,0,1,3,0,0,0,0,0,1,2,0,1
2023/1/3 8:45,1,0,1,2,0,0,0,1,0,1,2,1,0
2023/1/3 8:46,1,1,1,1,22,0,0,1,0,1,2,64,15
2023/1/3 8:47,1,2,6,2,126,41,35,2,0,6,1,18,13
2023/1/3 8:48,28,0,27,2,90,60,60,22,1,24,1,1,2
2023/1/3 8:49,30,2,15,1,0,4,37,37,0,26,1,1,0
2023/1/3 8:50,4,0,1,4,0,0,0,11,0,10,2,0,0
2023/1/3 8:51,1,0,1,1,0,0,0,1,0,1,1,2,0
2023/1/3 8:52,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 8:53,1,0,1,3,0,0,0,1,1,0,1,0,0
2023/1/3 8:54,1,0,2,1,20,0,0,0,0,1,3,84,18
2023/1/3 8:55,2,0,6,3,134,42,37,3,0,5,1,47,2
2023/1/3 8:56,25,0,28,1,82,58,62,23,0,33,2,2,0
2023/1/3 8:57,27,0,40,4,0,31,6,30,0,16,2,0,0
2023/1/3 8:58,10,0,1,0,0,0,0,2,0,1,1,1,0
2023/1/3 8:59,1,1,1,2,0,0,0,1,0,1,3,0,0
2023/1/3 9:00,1,2,1,2,0,0,0,0,0,0,1,1,0
2023/1/3 9:01,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/3 9:02,1,0,1,2,20,0,0,1,0,1,2,78,21
2023/1/3 9:03,3,1,7,2,115,37,40,2,0,12,1,45,19
2023/1/3 9:04,22,0,25,2,104,57,60,16,0,29,3,3,1
2023/1/3 9:05,27,0,30,2,0,25,20,34,0,29,2,0,0
2023/1/3 9:06,8,0,5,1,0,0,0,4,0,0,1,0,0
2023/1/3 9:07,1,1,1,2,0,0,0,1,0,1,2,1,0
2023/1/3 9:08,1,1,2,2,0,0,0,1,0,1,1,0,1
2023/1/3 9:09,1,0,1,4,0,0,0,1,0,1,2,0,0
2023/1/3 9:10,0,1,1,0,17,0,0,0,0,1,2,61,46
2023/1/3 9:11,2,0,7,4,123,37,42,2,0,8,1,52,16
2023/1/3 9:12,21,1,24,0,98,56,58,22,1,34,2,0,0
2023/1/3 9:13,30,0,27,3,0,17,28,30,0,28,1,0,1
2023/1/3 9:14,6,0,1,3,0,0,0,9,0,2,1,0,0
2023/1/3 9:15,1,1,1,1,0,0,0,0,1,1,2,0,0
2023/1/3 9:16,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 9:17,1,1,1,2,0,0,0,1,0,1,3,1,0
2023/1/3 9:18,1,0,1,2,15,0,0,1,0,1,1,87,16
2023/1/3 9:19,2,0,4,3,135,38,41,2,0,6,2,56,3
2023/1/3 9:20,26,0,27,1,86,57,60,24,0,30,1,0,0
2023/1/3 9:21,25,0,26,2,0,15,25,33,1,25,1,1,0
2023/1/3 9:22,7,0,2,3,0,0,0,11,0,1,2,0,0
2023/1/3 9:23,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 9:24,1,0,1,1,0,0,0,1,0,1,2,0,0
2023/1/3 9:25,1,0,1,2,0,0,0,0,0,0,1,1,0
2023/1/3 9:26,1,1,1,2,19,0,0,1,0,1,2,83,28
2023/1/3 9:27,1,1,11,2,137,37,41,2,0,5,1,46,9
2023/1/3 9:28,16,0,29,2,83,63,61,28,0,31,2,1,0
2023/1/3 9:29,34,1,27,2,0,18,18,27,0,26,2,0,0
2023/1/3 9:30,7,0,1,3,0,0,0,7,0,1,1,1,0
2023/1/3 9:31,1,1,1,1,0,0,0,1,0,0,3,1,0
2023/1/3 9:32,1,1,1,2,0,0,0,1,0,1,0,0,0
2023/1/3 9:33,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/3 9:34,0,0,1,2,21,0,0,1,0,1,2,68,19
2023/1/3 9:35,2,0,8,2,132,34,40,1,0,9,2,51,2
2023/1/3 9:36,23,1,22,1,85,63,63,26,0,27,0,0,0
2023/1/3 9:37,35,0,26,2,0,20,18,32,0,27,2,0,1
2023/1/3 9:38,9,0,1,3,0,0,0,5,0,0,2,0,0
2023/1/3 9:39,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 9:40,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/3 9:41,1,0,1,2,0,0,0,0,0,1,2,0,0
2023/1/3 9:42,1,1,1,1,15,0,0,1,1,1,1,93,33
2023/1/3 9:43,1,0,6,3,133,39,39,1,0,9,3,53,5
2023/1/3 9:44,22,1,32,2,90,61,60,25,0,28,2,6,0
2023/1/3 9:45,24,1,37,1,0,27,12,27,0,20,1,0,0
2023/1/3 9:46,10,0,3,3,0,0,0,6,0,1,2,0,0
2023/1/3 9:47,1,1,1,1,0,0,0,1,1,1,1,0,0
2023/1/3 9:48,1,0,1,3,0,0,0,1,0,1,3,0,0
2023/1/3 9:49,1,1,1,2,0,0,0,1,0,1,0,1,0
2023/1/3 9:50,1,0,2,2,14,0,0,1,1,0,2,93,13
2023/1/3 9:51,2,0,3,2,128,35,39,2,0,4,1,51,0
2023/1/3 9:52,23,0,24,2,94,56,62,21,0,34,2,11,0
2023/1/3 9:53,28,0,35,2,1,38,7,31,1,20,2,0,0
2023/1/3 9:54,16,0,6,3,0,0,0,2,0,1,1,0,0
2023/1/3 9:55,1,0,1,2,0,0,0,1,0,1,3,0,0
2023/1/3 9:56,1,0,1,2,0,0,0,0,0,1,1,0,0
2023/1/3 9:57,1,0,1,2,0,0,0,1,0,0,3,0,0
2023/1/3 9:58,1,0,1,2,25,0,0,1,0,1,1,74,32
2023/1/3 9:59,1,0,6,2,115,40,42,2,0,9,1,53,9
2023/1/3 10:00,25,0,20,2,97,55,58,30,0,25,2,1,0
2023/1/3 10:01,32,0,27,1,0,19,23,24,1,29,2,0,0
2023/1/3 10:02,9,0,1,2,0,0,0,10,0,1,2,1,0
2023/1/3 10:03,1,0,1,3,0,0,0,1,1,0,1,0,0
2023/1/3 10:04,1,1,2,1,0,0,0,1,0,1,1,0,0
2023/1/3 10:05,1,1,1,3,0,0,0,1,1,1,1,2,0
2023/1/3 10:06,1,1,1,1,15,0,0,1,0,1,3,66,20
2023/1/3 10:07,1,0,6,2,125,37,39,0,1,8,1,64,10
2023/1/3 10:08,18,0,39,3,99,59,60,21,1,28,2,3,0
2023/1/3 10:09,26,1,26,2,0,32,12,37,0,17,1,1,0
2023/1/3 10:10,17,0,3,2,0,0,0,6,1,0,3,0,0
2023/1/3 10:11,1,0,1,2,0,0,0,1,0,1,0,0,0
2023/1/3 10:12,1,0,1,2,0,0,0,0,0,1,3,0,0
2023/1/3 10:13,1,0,1,2,0,0,0,1,0,1,1,1,0
2023/1/3 10:14,1,0,1,2,25,0,0,1,0,1,2,63,42
2023/1/3 10:15,2,1,6,2,125,40,42,3,0,8,1,26,11
2023/1/3 10:16,25,0,29,2,86,58,62,25,0,27,3,0,1
2023/1/3 10:17,25,0,22,3,0,10,24,28,0,29,1,0,1
2023/1/3 10:18,6,0,2,1,0,0,0,13,0,1,2,0,0
2023/1/3 10:19,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/3 10:20,1,1,1,2,0,0,0,1,0,1,2,1,0
2023/1/3 10:21,1,0,1,2,0,0,0,1,1,1,1,0,0
2023/1/3 10:22,0,0,1,3,20,0,0,0,0,1,3,77,32
2023/1/3 10:23,1,0,8,1,132,41,40,1,0,9,0,43,10
2023/1/3 10:24,25,0,27,2,88,62,62,23,0,29,2,1,0
2023/1/3 10:25,37,3,22,2,0,17,17,31,0,28,2,0,0
2023/1/3 10:26,7,0,1,2,0,0,0,4,0,1,2,1,1
2023/1/3 10:27,1,0,1,2,0,0,0,0,0,1,0,0,0
2023/1/3 10:28,1,0,1,3,0,0,0,1,0,1,4,0,0
2023/1/3 10:29,1,1,1,2,0,0,0,1,0,0,1,0,0
2023/1/3 10:30,1,0,1,1,20,0,0,1,0,1,1,68,20
2023/1/3 10:31,3,1,6,1,124,40,40,3,0,5,1,41,1
2023/1/3 10:32,20,1,30,3,94,54,62,25,1,26,2,3,0
2023/1/3 10:33,32,0,23,3,0,28,14,33,0,26,2,0,0
2023/1/3 10:34,13,0,4,2,0,0,0,4,0,1,2,0,2
2023/1/3 10:35,1,1,1,1,0,0,0,1,0,0,1,0,0
2023/1/3 10:36,1,0,1,2,0,0,0,1,1,1,2,0,0
2023/1/3 10:37,1,0,1,2,0,0,0,0,0,1,2,0,0
2023/1/3 10:38,1,0,1,3,21,0,0,1,0,1,2,79,26
2023/1/3 10:39,1,0,11,2,128,36,41,2,0,6,1,33,1
2023/1/3 10:40,22,0,24,2,87,58,63,29,0,29,2,0,0
2023/1/3 10:41,30,0,21,2,0,12,26,32,0,29,2,1,0
2023/1/3 10:42,4,0,1,2,0,0,0,8,0,1,1,0,0
2023/1/3 10:43,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 10:44,1,0,1,1,0,0,0,1,1,1,1,0,0
2023/1/3 10:45,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 10:46,1,1,2,2,20,0,0,1,0,1,1,70,32
2023/1/3 10:47,2,0,3,3,125,35,41,2,0,7,1,50,4
2023/1/3 10:48,16,0,32,3,94,56,61,25,0,25,2,4,0
2023/1/3 10:49,28,1,30,1,0,26,20,29,0,33,3,0,0
2023/1/3 10:50,11,0,2,3,0,0,0,6,0,1,1,0,0
2023/1/3 10:51,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 10:52,1,1,1,0,0,0,0,1,0,1,2,0,1
2023/1/3 10:53,1,0,1,4,0,0,0,0,0,1,2,0,0
2023/1/3 10:54,1,1,1,1,22,0,0,1,0,0,1,81,9
2023/1/3 10:55,2,0,5,2,133,37,42,1,0,9,2,49,0
2023/1/3 10:56,22,0,30,2,82,61,56,26,0,34,1,13,0
2023/1/3 10:57,27,0,31,2,0,40,1,22,0,13,2,0,0
2023/1/3 10:58,22,1,7,2,0,0,0,0,0,1,2,0,0
2023/1/3 10:59,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/3 11:00,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 11:01,1,0,2,2,0,0,0,1,0,0,1,0,1
2023/1/3 11:02,1,0,1,3,18,0,0,1,1,1,2,81,19
2023/1/3 11:03,1,0,9,1,140,40,41,1,0,5,2,43,1
2023/1/3 11:04,22,0,29,3,79,63,63,26,0,33,1,3,0
2023/1/3 11:05,31,2,31,0,0,24,6,30,0,15,2,2,0
2023/1/3 11:06,11,0,1,4,0,0,0,6,1,1,1,0,0
2023/1/3 11:07,1,0,1,2,0,0,0,1,0,0,2,0,0
2023/1/3 11:08,1,0,1,2,0,0,0,0,0,1,2,0,0
2023/1/3 11:09,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 11:10,1,0,1,2,23,0,0,1,1,1,1,69,25
2023/1/3 11:11,2,1,8,2,138,42,43,6,0,6,2,31,4
2023/1/3 11:12,22,1,33,1,77,62,61,24,0,35,2,0,0
2023/1/3 11:13,27,0,30,3,0,22,8,23,1,22,1,0,0
2023/1/3 11:14,10,2,2,1,0,0,0,2,0,0,3,0,0
2023/1/3 11:15,1,1,1,3,0,0,0,1,0,1,0,0,0
2023/1/3 11:16,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 11:17,1,1,1,1,0,0,0,1,0,1,1,1,0
2023/1/3 11:18,1,0,1,4,21,0,0,0,0,1,3,84,25
2023/1/3 11:19,1,0,7,2,136,37,42,3,0,7,1,41,7
2023/1/3 11:20,29,0,25,1,81,61,64,26,0,29,1,0,0
2023/1/3 11:21,26,2,23,1,0,11,23,34,0,28,2,0,1
2023/1/3 11:22,5,0,1,3,0,0,0,8,0,1,2,0,1
2023/1/3 11:23,1,0,1,1,0,0,0,1,1,1,1,0,0
2023/1/3 11:24,1,0,1,3,0,0,0,0,0,1,3,0,0
2023/1/3 11:25,1,2,1,1,0,0,0,1,0,1,1,0,0
2023/1/3 11:26,1,0,1,3,23,0,0,1,0,0,2,75,24
2023/1/3 11:27,1,0,7,2,120,41,43,3,0,9,1,59,5
2023/1/3 11:28,30,1,25,1,94,53,61,23,0,34,2,0,0
2023/1/3 11:29,21,1,26,3,0,18,21,22,0,30,2,0,0
2023/1/3 11:30,10,0,1,3,0,0,0,10,1,1,2,0,0
2023/1/3 11:31,1,0,1,1,0,0,0,1,0,1,1,1,0
2023/1/3 11:32,1,1,1,2,0,0,0,1,0,0,1,0,0
2023/1/3 11:33,1,2,1,1,0,0,0,1,0,1,2,0,0
2023/1/3 11:34,1,0,1,4,20,0,0,0,0,1,1,80,27
2023/1/3 11:35,2,0,7,2,121,38,41,1,0,11,3,78,7
2023/1/3 11:36,16,1,30,1,97,57,61,19,1,36,0,12,0
2023/1/3 11:37,31,0,29,3,2,34,9,19,0,28,2,0,0
2023/1/3 11:38,13,1,8,1,0,0,0,4,0,1,3,0,0
2023/1/3 11:39,1,0,1,3,0,0,0,0,0,0,2,0,0
2023/1/3 11:40,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/3 11:41,1,1,1,1,0,0,0,1,1,1,1,0,0
2023/1/3 11:42,1,3,1,2,19,0,0,1,1,1,2,86,18
2023/1/3 11:43,2,0,8,2,133,36,43,4,1,5,2,48,5
2023/1/3 11:44,19,1,34,3,87,61,61,24,0,32,2,1,0
2023/1/3 11:45,27,0,23,2,0,24,14,29,0,20,1,0,0
2023/1/3 11:46,15,0,2,1,0,0,0,9,0,1,2,0,0
2023/1/3 11:47,1,0,1,4,0,0,0,1,0,1,1,0,0
2023/1/3 11:48,1,0,1,1,0,0,0,1,0,1,2,1,0
2023/1/3 11:49,1,0,1,2,0,0,0,0,0,1,2,0,0
2023/1/3 11:50,1,0,1,2,20,0,0,1,0,1,2,77,27
2023/1/3 11:51,2,1,8,2,131,35,40,3,0,4,1,49,8
2023/1/3 11:52,27,0,23,2,88,61,63,30,0,29,1,3,1
2023/1/3 11:53,35,0,25,2,0,32,8,31,1,18,2,0,0
2023/1/3 11:54,14,1,2,2,0,0,0,1,0,1,2,0,0
2023/1/3 11:55,1,0,2,2,0,0,0,1,0,1,2,0,0
2023/1/3 11:56,2,1,2,3,0,0,0,2,1,2,2,1,0
2023/1/3 11:57,1,1,2,3,0,0,0,1,0,1,3,0,0
2023/1/3 11:58,2,1,2,4,23,0,0,1,0,2,2,100,46
2023/1/3 11:59,3,0,11,4,114,39,38,2,1,10,3,84,28
2023/1/3 12:00,20,0,27,3,132,57,63,23,0,29,2,44,11
2023/1/3 12:01,35,1,22,3,118,61,60,38,0,23,4,13,0
2023/1/3 12:02,40,0,23,5,6,39,36,34,0,31,1,0,0
2023/1/3 12:03,21,1,11,3,0,0,0,17,2,5,4,0,1
2023/1/3 12:04,2,1,2,2,0,0,0,1,0,2,4,0,0
2023/1/3 12:05,2,0,2,5,0,0,0,2,0,1,3,0,1
2023/1/3 12:06,2,1,2,4,29,0,0,1,0,2,3,118,34
2023/1/3 12:07,2,1,7,3,123,38,48,5,0,11,3,103,17
2023/1/3 12:08,31,0,22,5,125,58,62,27,0,31,2,61,0
2023/1/3 12:09,27,0,33,2,95,58,60,30,0,28,4,18,0
2023/1/3 12:10,35,2,25,3,15,55,7,31,0,23,1,0,0
2023/1/3 12:11,31,0,15,5,0,1,0,4,0,1,4,0,0
2023/1/3 12:12,2,1,2,5,0,0,0,2,0,2,3,1,1
2023/1/3 12:13,2,0,2,3,0,0,0,1,1,1,3,2,0
2023/1/3 12:14,1,0,1,4,13,0,0,1,0,2,3,89,27
2023/1/3 12:15,2,0,4,3,113,38,39,2,1,3,3,62,41
2023/1/3 12:16,28,1,28,3,119,51,54,30,0,31,2,49,46
2023/1/3 12:17,26,0,26,4,125,61,58,27,0,27,4,10,0
2023/1/3 12:18,37,1,25,4,23,36,55,27,1,30,3,0,1
2023/1/3 12:19,25,1,5,3,0,0,1,31,0,14,2,1,0
2023/1/3 12:20,2,1,2,4,0,0,0,1,1,2,4,1,0
2023/1/3 12:21,1,0,2,3,0,0,0,1,0,1,3,0,0
2023/1/3 12:22,2,0,2,4,15,0,0,2,1,2,3,97,49
2023/1/3 12:23,3,0,7,4,128,39,38,2,1,6,2,79,17
2023/1/3 12:24,22,0,39,3,114,59,61,26,0,28,3,84,14
2023/1/3 12:25,23,0,34,5,118,56,58,31,0,35,3,15,0
2023/1/3 12:26,26,0,28,2,21,50,33,27,0,30,3,0,0
2023/1/3 12:27,25,0,16,3,0,1,0,15,0,4,4,0,0
2023/1/3 12:28,1,2,2,4,0,0,0,2,0,2,3,0,0
2023/1/3 12:29,2,0,2,4,0,0,0,1,1,1,2,0,0
2023/1/3 12:30,2,0,2,4,13,0,0,1,0,2,4,77,35
2023/1/3 12:31,2,0,5,3,123,37,37,4,0,6,3,78,29
2023/1/3 12:32,21,0,32,5,120,54,62,27,1,30,2,38,12
2023/1/3 12:33,36,0,25,4,117,57,59,37,1,19,2,2,0
2023/1/3 12:34,28,0,29,3,16,29,54,33,0,32,2,2,0
2023/1/3 12:35,12,0,5,3,0,0,0,24,1,15,4,1,0
2023/1/3 12:36,2,1,2,4,0,0,0,1,0,2,4,0,0
2023/1/3 12:37,2,0,1,4,0,0,0,1,0,1,4,0,0
2023/1/3 12:38,1,0,2,3,19,0,0,2,0,2,1,108,40
2023/1/3 12:39,2,1,9,3,119,40,37,1,0,7,3,90,21
2023/1/3 12:40,28,0,25,4,124,60,57,28,0,28,3,44,11
2023/1/3 12:41,29,2,37,2,115,59,61,22,0,31,3,8,0
2023/1/3 12:42,24,0,30,6,1,34,30,37,0,31,3,0,0
2023/1/3 12:43,18,0,10,4,0,0,0,9,0,5,2,1,0
2023/1/3 12:44,2,0,2,3,0,0,0,2,1,2,2,1,0
2023/1/3 12:45,1,0,2,4,0,0,0,1,0,1,4,0,0
2023/1/3 12:46,2,1,2,2,22,0,0,1,1,2,4,78,53
2023/1/3 12:47,2,0,7,4,117,40,40,4,0,6,4,64,25
2023/1/3 12:48,26,0,28,5,121,58,56,26,1,32,2,28,44
2023/1/3 12:49,27,0,34,3,92,57,57,26,1,27,2,0,2
2023/1/3 12:50,33,0,22,3,46,14,53,32,0,26,5,0,0
2023/1/3 12:51,6,1,2,3,0,0,23,30,0,27,0,0,0
2023/1/3 12:52,1,2,2,4,0,0,0,9,1,2,4,0,0
2023/1/3 12:53,2,1,2,4,0,0,0,1,0,1,4,0,0
2023/1/3 12:54,2,0,2,5,17,0,0,2,0,2,3,99,30
2023/1/3 12:55,2,0,8,3,121,38,39,3,0,4,3,79,8
2023/1/3 12:56,23,0,27,3,126,56,60,26,0,33,3,69,1
2023/1/3 12:57,37,0,26,4,97,57,64,35,0,27,1,15,0
2023/1/3 12:58,32,0,24,4,15,50,12,29,1,28,4,1,0
2023/1/3 12:59,26,0,14,3,0,0,0,3,0,1,3,0,0
2023/1/3 13:00,2,1,1,4,0,0,0,1,0,2,4,0,0
2023/1/3 13:01,2,0,2,3,0,0,0,2,0,1,3,0,0
2023/1/3 13:02,1,2,2,2,18,0,0,1,0,2,2,101,37
2023/1/3 13:03,2,2,10,4,121,38,36,3,0,4,4,66,16
2023/1/3 13:04,29,0,24,5,115,51,65,27,0,33,1,78,7
2023/1/3 13:05,26,2,27,2,103,57,62,31,1,30,2,18,0
2023/1/3 13:06,23,0,29,6,25,49,22,31,0,27,5,0,0
2023/1/3 13:07,28,0,16,2,0,2,0,13,0,1,2,1,0
2023/1/3 13:08,4,0,2,4,0,0,0,1,1,2,5,0,0
2023/1/3 13:09,1,2,2,2,0,0,0,1,0,1,1,0,0
2023/1/3 13:10,2,0,2,7,21,0,0,2,0,2,3,101,33
2023/1/3 13:11,2,0,10,3,113,40,37,3,0,7,2,68,38
2023/1/3 13:12,15,2,38,1,130,59,56,21,1,29,4,38,18
2023/1/3 13:13,29,1,31,5,114,57,61,31,1,29,4,13,0
2023/1/3 13:14,31,1,32,5,7,44,29,29,0,29,3,2,0
2023/1/3 13:15,19,0,11,2,0,0,0,16,0,3,3,0,1
2023/1/3 13:16,1,2,2,3,0,0,0,1,0,2,2,0,0
2023/1/3 13:17,2,1,2,4,0,0,0,2,1,1,2,0,0
2023/1/3 13:18,2,0,2,4,21,0,0,1,1,2,4,85,31
2023/1/3 13:19,2,4,10,2,117,41,42,2,0,9,4,106,17
2023/1/3 13:20,29,0,21,6,114,55,54,27,0,25,2,58,3
2023/1/3 13:21,34,0,27,3,126,55,58,31,0,32,3,6,0
2023/1/3 13:22,27,1,30,4,0,38,35,31,1,26,4,2,0
2023/1/3 13:23,20,0,7,4,0,0,0,14,1,7,2,0,0
2023/1/3 13:24,2,0,1,4,0,0,0,1,1,2,2,0,0
2023/1/3 13:25,2,0,2,3,0,0,0,1,1,1,4,2,0
2023/1/3 13:26,1,0,2,4,22,0,0,2,0,2,2,82,42
2023/1/3 13:27,3,1,7,3,114,39,40,2,1,9,3,63,27
2023/1/3 13:28,27,0,21,4,119,52,60,28,0,27,3,58,5
2023/1/3 13:29,33,1,27,3,112,55,64,30,1,34,3,19,0
2023/1/3 13:30,28,0,28,5,20,50,25,30,0,26,3,0,1
2023/1/3 13:31,27,1,14,2,0,1,0,13,0,4,3,0,0
2023/1/3 13:32,3,0,2,4,0,0,0,1,0,2,3,0,0
2023/1/3 13:33,1,1,2,4,0,0,0,2,0,1,4,1,0
2023/1/3 13:34,2,1,2,4,20,0,0,1,0,2,2,86,50
2023/1/3 13:35,2,1,6,1,121,36,43,2,1,11,3,90,28
2023/1/3 13:36,20,0,27,6,121,60,61,24,0,31,3,44,8
2023/1/3 13:37,37,1,30,4,124,58,59,29,0,39,3,16,0
2023/1/3 13:38,26,0,33,3,13,48,34,25,0,33,3,0,1
2023/1/3 13:39,28,0,11,4,0,0,0,13,0,5,3,0,1
2023/1/3 13:40,1,1,2,3,0,0,0,2,1,1,3,0,0
2023/1/3 13:41,2,0,2,4,0,0,0,1,0,2,3,2,0
2023/1/3 13:42,2,0,2,3,18,0,0,2,1,1,3,99,40
2023/1/3 13:43,2,1,9,3,126,40,39,1,1,8,3,63,21
2023/1/3 13:44,25,0,30,4,117,57,62,27,1,31,3,50,10
2023/1/3 13:45,28,1,29,4,120,57,59,33,1,31,3,6,1
2023/1/3 13:46,25,0,32,5,3,31,39,33,0,30,2,1,0
2023/1/3 13:47,18,0,4,3,0,0,0,13,0,7,3,0,0
2023/1/3 13:48,2,1,2,3,0,0,0,1,0,1,3,0,0
2023/1/3 13:49,2,0,2,4,0,0,0,2,1,2,3,0,0
2023/1/3 13:50,1,0,2,3,13,0,0,1,0,1,3,94,49
2023/1/3 13:51,2,1,9,4,114,34,37,4,1,6,4,78,35
2023/1/3 13:52,23,2,27,2,114,58,58,27,0,24,2,55,12
2023/1/3 13:53,27,1,25,5,127,51,55,29,0,35,3,25,0
2023/1/3 13:54,33,0,26,4,20,46,49,29,0,26,3,1,0
2023/1/3 13:55,24,1,10,4,0,0,0,24,0,9,1,0,2
2023/1/3 13:56,0,0,0,2,0,0,0,0,2,0,3,0,0
2023/1/3 13:57,1,0,1,0,0,0,0,0,0,0,1,0,0
2023/1/3 13:58,0,0,0,2,17,0,0,1,0,1,1,21,6
2023/1/3 13:59,1,0,4,0,75,32,39,0,0,3,1,4,0
2023/1/3 14:00,21,0,16,1,2,11,12,24,0,22,0,0,0
2023/1/3 14:01,3,1,0,0,0,0,0,4,0,0,1,0,0
2023/1/3 14:02,1,0,1,1,0,0,0,0,0,0,1,0,0
2023/1/3 14:03,0,0,0,2,0,0,0,0,0,1,0,0,0
2023/1/3 14:04,0,0,1,0,0,0,0,1,0,0,1,0,0
2023/1/3 14:05,1,0,0,1,0,0,0,0,0,0,1,0,0
2023/1/3 14:06,0,0,1,1,16,0,0,0,0,1,0,19,6
2023/1/3 14:07,0,0,5,0,81,30,37,1,0,6,0,4,0
2023/1/3 14:08,14,0,21,2,2,14,18,19,0,24,2,0,0
2023/1/3 14:09,5,0,1,0,0,0,0,4,0,3,0,0,0
2023/1/3 14:10,1,0,0,1,0,0,0,1,0,0,0,0,0
2023/1/3 14:11,0,1,1,0,0,0,0,0,0,0,2,0,0
2023/1/3 14:12,0,0,0,2,0,0,0,0,0,1,0,0,0
2023/1/3 14:13,1,0,1,1,0,0,0,1,0,0,1,0,0
2023/1/3 14:14,0,0,0,0,23,0,0,0,0,0,1,17,4
2023/1/3 14:15,2,0,7,1,71,33,38,2,0,3,0,1,0
2023/1/3 14:16,19,0,15,1,0,11,12,25,0,15,1,0,0
2023/1/3 14:17,3,1,0,1,0,0,0,6,0,1,1,0,1
