A,B,C,D,E,F,G,H,I,J,K,L,M
8,1,6,8,4,0,0,7,0,6,5,3,0
7,0,9,10,39,5,7,6,4,4,9,1,0
7,3,9,10,17,21,17,8,1,9,10,1,0
10,3,16,11,0,6,4,14,0,10,9,2,0
5,2,7,7,5,0,0,10,3,5,9,4,2
4,1,4,9,37,8,9,3,3,3,10,0,0
8,2,12,7,18,19,15,6,2,12,6,2,0
10,0,16,10,0,4,5,9,1,11,7,1,0
9,5,7,7,5,0,0,12,4,7,7,3,3
7,4,7,11,45,6,11,7,4,6,11,2,0
3,4,14,11,9,25,13,7,1,10,10,0,1
21,1,9,9,1,0,4,8,1,21,8,3,0
0,2,5,11,1,1,0,5,6,3,12,1,2
7,1,2,7,36,7,1,7,2,3,9,0,1
14,4,8,6,19,11,21,3,2,7,11,0,1
8,3,13,10,4,9,8,17,0,17,11,0,1
6,1,7,11,8,1,2,10,3,9,10,8,1
7,1,3,10,34,10,5,3,2,5,9,2,2
8,1,12,8,18,23,14,9,2,7,11,0,0
16,1,9,9,0,5,3,12,2,9,6,0,2
11,3,8,5,5,0,0,5,2,2,9,3,0
5,1,2,10,40,8,9,5,2,7,6,3,0
8,2,12,10,14,16,17,6,2,9,9,1,1
9,2,9,7,1,7,2,13,2,10,9,2,0
9,2,4,7,6,1,0,7,1,1,8,4,4
3,1,5,6,38,10,6,7,4,5,5,1,1
10,2,17,8,16,16,17,9,1,9,11,0,0
13,4,9,11,0,3,8,15,3,6,9,1,1
8,1,4,10,7,0,0,8,2,3,4,3,1
2,1,5,10,35,9,7,2,2,4,7,0,0
5,0,15,8,18,17,19,9,2,12,9,1,1
7,2,13,7,0,7,1,12,2,8,5,0,1
5,2,9,7,3,0,0,1,2,5,6,2,1
3,1,4,7,39,6,4,10,0,6,6,2,0
5,0,12,7,18,16,21,5,4,10,11,1,0
16,2,7,9,0,4,9,16,2,9,9,2,0
11,4,4,9,6,0,0,8,0,6,11,4,0
2,1,3,9,42,9,8,7,3,3,6,1,0
8,0,11,8,12,22,14,4,3,15,8,0,0
11,3,11,5,0,4,2,10,1,5,5,0,0
4,2,6,4,5,1,0,8,2,7,8,2,0
8,0,4,8,37,7,8,6,2,2,12,0,0
12,1,9,11,18,19,15,8,1,11,9,3,1
14,1,11,10,0,4,7,9,1,10,6,2,0
3,4,5,6,3,0,0,6,2,4,9,1,0
6,2,3,7,43,3,3,2,0,1,6,0,0
6,1,12,7,14,24,18,14,0,14,4,1,0
12,3,20,11,0,7,5,11,3,7,10,1,0
10,2,5,11,3,0,0,6,1,10,11,3,1
3,1,7,10,48,5,4,1,2,6,10,2,1
6,0,5,10,9,26,21,3,0,10,6,0,1
24,2,9,6,0,3,1,8,0,11,5,0,0
6,4,6,8,2,0,0,6,2,2,3,3,0
6,1,4,7,38,5,3,4,1,7,10,0,1
2,1,9,9,20,19,22,3,0,12,8,0,0
13,0,11,8,0,5,6,12,2,10,7,1,0
9,1,3,7,7,0,0,6,0,9,7,2,1
6,1,3,6,34,12,6,1,0,2,6,0,0
8,2,13,7,18,16,13,8,0,9,6,1,0
14,3,5,6,1,6,6,7,3,7,7,0,1
8,2,10,7,5,1,0,6,0,3,4,3,4
7,1,6,10,41,7,3,8,0,5,4,2,0
10,1,11,10,13,19,27,2,2,11,10,1,1
10,3,8,8,1,1,3,19,2,6,7,1,0
7,2,6,11,6,0,0,5,1,4,4,2,2
3,3,5,8,34,8,7,5,2,1,6,0,0
6,3,15,9,19,14,16,9,1,8,8,2,1
2,1,12,10,1,6,9,20,3,8,7,0,1
7,0,2,6,6,0,0,7,2,13,8,7,2
6,1,4,5,38,5,8,3,2,9,10,0,0
9,0,9,7,15,19,19,11,5,12,11,2,2
15,2,13,7,1,7,2,8,2,10,10,0,0
7,1,5,10,6,0,0,14,1,11,11,1,1
6,2,7,9,34,5,10,10,5,7,11,2,0
7,2,8,9,20,14,16,10,0,15,11,1,0
11,2,9,11,0,7,8,9,1,15,10,2,0
4,0,6,8,5,0,0,5,0,5,10,5,1
5,0,4,6,31,6,8,2,1,6,11,2,0
10,1,6,7,24,15,13,8,2,8,11,0,2
13,2,6,7,0,11,6,9,1,5,11,0,0
11,2,10,5,5,1,0,6,1,10,5,1,0
2,3,1,9,30,8,5,1,1,4,10,1,0
10,2,11,4,25,17,12,2,3,9,5,1,1
9,3,19,9,0,10,8,10,1,8,6,1,1
5,2,6,9,6,0,0,10,1,3,7,3,2
4,0,3,10,34,8,6,6,3,6,6,0,0
9,1,10,3,18,17,19,15,1,10,12,0,0
14,1,9,9,2,2,6,7,2,12,9,0,0
5,1,5,9,2,1,1,5,1,9,7,4,2
6,4,4,8,42,6,4,5,5,5,5,2,0
9,0,12,10,15,16,22,11,5,14,11,1,0
12,7,5,9,1,3,8,16,1,12,10,0,0
5,0,7,9,6,0,1,5,2,5,11,5,1
5,4,6,7,32,9,5,7,1,1,9,1,3
9,0,13,11,22,19,11,8,0,7,10,2,0
11,1,14,10,0,11,5,6,1,15,8,2,0
12,3,6,7,6,0,0,5,2,7,8,1,1
6,1,3,8,37,8,7,4,1,1,11,2,1
8,2,8,10,14,19,15,5,2,10,4,1,2
15,1,11,5,3,5,5,9,1,8,4,0,0
3,1,5,9,4,1,0,6,1,5,7,2,2
4,1,4,5,40,9,11,9,1,7,8,0,1
10,2,16,8,15,15,16,9,4,15,8,0,1
9,4,10,6,1,6,3,15,2,10,11,0,0
8,4,7,10,4,0,0,7,3,6,11,1,2
5,2,3,8,39,5,7,5,3,5,10,0,0
7,2,10,12,17,23,17,8,1,12,10,2,0
13,1,8,7,0,6,2,15,3,10,11,0,0
10,1,4,5,7,0,0,3,4,4,11,2,2
2,1,5,7,37,4,11,6,3,8,9,0,0
7,1,4,5,15,15,21,13,5,7,11,1,0
13,1,10,8,1,6,3,19,0,10,11,1,1
8,1,5,7,8,0,0,7,2,7,8,0,1
5,4,5,7,35,7,11,3,3,5,10,1,1
11,2,10,9,17,13,16,9,2,11,6,2,0
8,2,7,8,0,4,9,13,1,12,8,0,1
4,3,2,9,2,0,0,10,1,9,12,5,3
7,0,4,6,40,9,4,2,4,5,8,1,1
6,0,16,8,18,17,18,4,2,9,10,1,0
12,3,11,7,0,3,9,14,0,12,10,0,1
5,3,9,10,7,0,0,12,0,3,8,2,2
2,2,4,10,33,9,6,1,1,5,7,0,0
7,1,13,8,20,18,16,5,0,9,5,0,2
10,1,16,5,0,8,3,6,1,7,5,0,0
8,3,10,9,7,0,0,12,1,5,5,5,4
3,1,9,10,28,7,10,4,3,3,10,1,1
6,2,8,11,22,12,12,12,2,7,7,1,1
11,2,8,10,3,5,10,13,3,12,8,2,0
4,1,9,9,2,0,4,6,0,12,9,3,0
5,2,6,10,42,8,7,6,2,3,11,0,2
7,2,11,6,16,18,16,9,0,9,7,1,0
11,1,12,10,0,9,2,13,1,10,8,1,2
12,1,7,9,4,0,0,2,2,6,7,4,2
2,4,0,7,42,3,9,7,3,6,7,0,0
4,0,8,7,14,18,22,6,1,7,10,0,1
12,0,7,5,0,2,6,14,1,12,6,2,0
7,0,4,7,6,0,0,10,1,6,6,5,0
7,0,6,8,38,9,8,4,1,5,11,2,1
5,2,14,7,15,19,16,8,2,8,9,2,2
15,1,9,11,1,5,3,5,1,14,8,1,2
10,1,7,8,5,0,0,8,1,4,2,2,2
7,3,5,9,34,9,8,6,2,4,11,2,0
6,2,14,10,21,17,14,12,1,11,10,0,0
17,1,15,11,0,5,7,9,4,10,9,0,1
9,1,1,12,3,0,0,6,0,4,8,1,1
5,0,2,9,36,5,8,6,1,7,6,0,0
10,5,6,11,19,14,22,8,3,10,7,1,1
11,1,9,9,2,7,4,20,0,10,11,1,0
6,0,3,7,3,0,0,3,2,5,9,3,1
5,0,7,5,45,6,6,4,1,6,6,0,0
7,3,7,6,10,17,21,11,2,11,9,0,0
18,2,15,9,2,5,3,14,2,7,9,0,1
5,3,5,9,5,0,2,7,1,6,10,0,0
4,0,7,11,31,6,5,3,1,3,8,0,1
8,0,6,11,22,20,12,7,0,7,5,0,0
10,1,10,8,2,8,8,11,0,4,4,2,1
11,1,6,4,9,1,0,8,2,11,8,4,2
2,2,4,7,40,6,11,3,2,6,9,0,2
7,0,12,5,10,22,15,11,3,10,6,0,1
16,3,9,6,1,4,1,11,2,8,9,1,0
13,4,4,9,7,1,0,4,3,4,6,3,2
6,0,7,11,34,6,7,7,1,10,9,1,1
8,2,15,9,19,14,22,11,0,13,12,1,1
11,1,8,12,0,6,5,11,2,11,11,0,0
9,5,9,9,4,0,0,7,1,3,9,6,1
5,2,4,10,40,10,3,2,0,5,10,0,2
10,0,11,12,16,21,20,9,1,7,4,1,1
14,0,13,10,0,2,4,15,3,13,11,3,0
8,2,3,9,4,0,0,7,0,3,8,7,1
2,1,3,11,34,7,7,3,2,3,8,0,2
4,1,14,6,22,21,15,11,1,7,7,0,0
14,3,13,9,0,5,5,10,4,7,7,0,1
8,2,6,8,7,0,0,9,0,7,10,6,1
8,1,9,10,34,9,8,3,1,3,8,0,1
8,4,9,11,18,15,13,14,0,8,7,0,0
17,0,2,11,1,6,8,11,2,13,11,1,1
7,0,5,9,5,0,1,4,1,5,9,2,2
2,0,7,6,35,5,8,4,0,6,5,2,1
6,1,11,6,19,10,23,5,1,16,6,0,0
11,1,6,10,1,9,5,14,1,14,9,0,1
15,2,6,11,4,0,0,2,1,7,8,3,3
5,2,5,10,39,5,7,3,0,2,6,0,0
8,4,8,8,17,19,21,3,1,14,6,2,0
13,1,15,10,0,4,4,8,2,12,5,0,0
4,0,7,10,3,0,0,5,0,2,3,4,1
6,2,1,10,37,7,5,3,3,5,5,2,0
10,0,13,9,19,20,12,7,1,13,7,1,1
13,2,20,8,1,8,7,5,3,13,7,0,0
7,2,13,10,4,0,1,10,4,5,6,3,1
4,2,6,10,44,11,3,8,3,4,11,2,2
9,1,7,10,11,21,15,9,3,7,11,2,1
11,2,9,12,1,4,6,7,2,12,11,0,1
13,0,6,9,6,0,0,10,2,9,11,3,2
5,2,0,8,36,6,7,2,1,6,10,0,0
7,1,8,7,17,19,19,5,1,11,8,1,0
12,1,9,4,1,1,8,15,2,12,9,0,0
7,3,9,7,5,0,0,6,3,9,8,6,3
8,2,9,10,37,5,10,3,2,6,8,3,0
2,1,12,11,17,17,18,7,1,9,11,2,0
12,3,7,11,1,6,3,13,1,10,4,0,0
6,2,7,10,6,1,0,9,1,5,9,5,2
3,2,4,5,40,9,9,5,3,7,9,0,1
11,1,10,8,14,13,19,4,2,14,9,0,0
15,2,10,10,0,5,5,15,1,10,7,0,0
4,2,8,12,4,0,0,8,1,7,11,1,2
3,3,5,9,35,5,6,1,2,2,9,0,0
6,0,8,8,17,20,15,3,1,11,5,1,2
8,2,10,5,4,4,9,17,0,11,7,3,1
8,1,5,6,7,0,1,7,1,9,10,2,3
6,1,6,7,36,8,6,5,0,7,11,1,0
6,1,15,10,17,22,14,14,1,7,9,0,0
11,1,11,6,0,5,5,8,1,8,9,0,0
6,1,9,9,4,0,0,4,3,7,6,2,3
5,0,4,7,42,8,6,4,3,3,8,1,0
12,1,8,9,14,16,22,9,1,13,7,2,0
8,3,14,7,0,4,4,11,1,10,9,0,0
7,2,4,12,6,0,0,6,1,5,7,4,1
1,1,2,7,38,8,8,3,0,5,8,1,0
11,1,10,4,14,15,23,10,3,13,6,1,4
9,2,9,10,2,2,4,13,1,14,9,0,0
4,0,6,8,3,0,0,8,1,4,11,6,1
4,1,1,5,43,9,7,2,2,4,8,1,0
10,0,11,6,14,18,17,6,0,9,7,1,0
12,1,8,8,0,2,7,17,1,4,5,0,2
5,2,5,6,2,0,0,15,0,3,10,2,3
8,1,4,6,41,7,5,2,0,2,8,0,0
7,6,11,7,16,11,25,4,0,18,5,0,0
8,1,11,12,1,7,4,16,0,10,7,0,0
8,2,11,10,6,0,1,6,2,6,7,0,2
5,3,5,11,33,7,3,6,2,2,10,0,1
7,1,9,10,21,14,24,4,0,12,8,0,0
9,2,10,11,0,5,7,12,1,9,7,2,1
10,2,5,7,6,0,0,10,1,4,6,5,3
4,1,8,9,42,9,6,3,2,4,5,1,1
4,2,13,9,11,25,11,11,2,10,6,2,0
13,1,17,7,1,5,3,10,1,11,9,1,0
5,1,9,5,5,0,1,4,3,2,11,2,2
3,3,5,10,32,5,5,2,1,2,8,0,0
9,1,10,10,22,21,19,10,1,8,5,1,0
17,4,12,10,1,4,6,13,0,8,4,0,1
7,1,7,9,4,0,0,9,0,4,8,0,2
3,1,5,12,44,8,10,4,3,3,5,1,1
10,1,13,8,12,14,22,14,2,8,9,1,0
10,5,6,11,0,3,3,10,2,15,7,2,0
7,0,7,11,6,0,0,8,1,3,8,5,2
3,0,3,7,42,8,9,4,4,4,10,1,0
4,1,12,8,11,20,16,8,0,13,5,0,0
22,1,10,5,1,0,7,13,1,11,9,0,0
8,6,3,11,8,0,0,8,2,4,9,3,2
6,1,2,10,35,6,8,3,1,4,9,0,0
10,0,7,11,16,14,22,12,2,10,4,0,0
10,1,5,9,1,4,5,15,5,16,11,1,0
13,0,8,9,4,0,1,10,1,3,10,3,2
7,4,8,10,38,9,6,6,2,5,11,1,2
5,3,16,10,15,14,21,8,2,12,9,1,0
10,1,5,11,3,6,3,13,2,9,8,1,0
9,3,8,9,4,1,0,5,3,4,8,2,2
6,0,3,10,42,8,5,5,0,4,9,1,0
7,1,13,8,14,19,22,5,2,13,6,2,1
18,1,8,10,0,3,3,17,1,8,10,0,0
1,2,2,6,4,0,0,8,1,3,8,4,2
2,1,5,5,35,9,6,6,2,7,6,2,1
8,1,9,7,21,14,17,5,2,11,9,1,0
13,2,12,6,0,8,6,7,1,12,9,0,0
8,2,6,11,4,0,0,11,3,10,7,0,2
1,2,4,6,41,9,5,5,2,2,11,1,1
9,0,10,7,13,16,22,11,2,9,10,1,0
9,1,15,7,2,4,3,15,0,11,10,3,0
6,2,7,9,4,0,1,2,1,2,10,1,1
3,3,5,7,37,6,6,4,1,5,4,1,1
11,4,11,9,19,19,19,11,3,5,6,1,0
12,1,12,11,0,7,3,17,2,9,8,1,0
10,2,6,8,5,0,0,4,0,7,9,4,1
2,2,5,12,43,6,5,9,2,7,9,0,1
9,0,9,9,12,22,19,9,4,8,10,2,0
11,0,9,5,0,4,4,11,3,12,11,0,2
12,2,7,6,5,0,0,6,1,8,10,3,4
4,2,7,10,39,7,6,1,2,3,6,0,0
4,0,11,11,16,21,15,14,2,5,8,0,1
14,2,9,6,0,6,5,12,3,13,7,0,0
8,0,2,10,8,0,0,4,2,5,11,3,3
3,1,9,3,34,11,7,5,3,7,9,0,0
11,3,12,9,16,13,13,13,2,11,10,0,0
13,1,10,10,2,8,7,11,5,5,10,0,0
9,1,2,9,5,0,1,6,1,9,10,2,1
4,0,8,9,31,3,6,5,2,4,8,2,1
2,2,8,6,21,17,18,8,1,5,10,2,0
9,1,8,7,3,4,10,11,2,17,4,0,0
11,0,9,7,4,1,1,10,4,11,8,2,3
4,2,3,11,43,5,8,7,2,4,12,0,2
5,1,14,7,12,22,18,11,0,15,10,1,1
13,0,13,9,1,1,6,11,0,11,11,0,1
8,3,5,10,3,0,0,6,0,6,11,4,1
4,1,6,11,36,8,4,2,1,2,9,2,0
7,1,8,10,21,16,21,7,4,12,3,2,0
9,0,12,9,0,5,6,16,1,12,9,0,0
9,0,8,5,6,0,0,5,7,4,6,4,0
3,1,1,9,34,5,8,4,1,7,10,2,1
8,1,17,7,16,18,19,5,3,13,8,1,0
15,5,7,10,4,2,5,11,3,8,9,0,0
4,1,2,11,3,1,2,6,0,6,7,2,2
4,0,1,9,35,10,3,6,1,3,6,0,1
7,1,14,2,22,18,15,8,1,4,6,3,0
8,1,12,5,0,5,9,12,5,8,5,0,0
8,2,5,6,1,0,0,11,1,5,11,2,3
4,2,3,10,37,4,7,6,0,4,8,0,0
5,1,10,7,21,12,18,5,1,20,7,1,1
12,0,9,6,1,5,13,19,1,6,10,0,0
6,2,6,11,6,1,0,9,2,8,11,4,2
8,1,3,10,41,8,7,4,1,5,8,0,0
9,0,13,11,13,23,11,11,0,9,7,0,0
11,1,9,8,0,5,6,5,3,7,9,2,0
9,0,3,4,2,0,0,7,1,4,7,4,1
5,2,2,4,38,5,4,5,3,7,3,0,0
7,1,12,6,19,23,16,7,2,9,9,0,0
11,0,13,10,1,5,7,11,1,10,10,2,0
11,2,2,7,6,0,0,5,1,5,11,5,2
5,1,3,8,39,9,6,7,1,5,5,0,1
10,4,15,5,15,23,12,9,2,12,9,1,1
14,3,14,9,0,7,3,5,3,8,9,0,0
11,0,8,10,5,0,0,2,1,5,9,2,1
5,4,6,11,36,9,5,4,1,11,5,3,0
10,0,10,11,19,15,21,9,2,12,9,0,0
10,4,14,11,0,7,3,15,3,3,12,1,0
4,1,5,10,5,0,0,5,2,2,7,6,3
5,2,3,8,47,7,8,3,1,8,5,2,0
8,1,11,6,8,21,19,12,4,7,6,0,0
18,1,13,8,0,5,0,13,1,7,9,0,0
7,3,7,10,4,0,0,4,0,4,7,4,1
5,2,4,11,34,7,6,1,0,5,8,3,0
4,0,15,11,19,16,15,7,1,11,5,0,0
12,2,12,7,3,8,8,11,2,12,10,1,0
10,1,6,11,5,0,0,10,2,5,8,3,1
7,0,6,9,37,8,4,5,3,7,10,1,0
5,3,9,12,18,20,16,10,3,8,9,0,1
14,2,12,9,0,5,7,13,0,9,10,0,1
9,0,4,7,5,0,0,5,1,9,10,4,1
5,1,4,6,26,5,8,5,2,4,8,0,0
1,1,10,11,28,14,12,10,3,7,8,1,0
12,0,10,3,1,6,14,7,3,17,8,0,0
7,2,4,8,5,0,1,8,3,9,6,1,0
8,4,0,5,37,7,8,5,1,5,11,0,1
8,2,7,11,18,19,12,14,1,16,10,0,1
14,3,17,3,0,7,7,9,5,12,10,2,2
13,3,4,11,5,0,0,9,2,7,11,2,2
7,1,4,11,40,7,10,3,1,8,9,1,3
3,3,13,10,14,16,17,8,0,15,11,0,0
15,1,7,11,1,4,5,10,1,16,12,4,1
9,2,5,9,4,0,1,9,1,4,8,5,3
6,1,3,9,37,7,8,6,2,3,12,1,0
8,1,13,9,19,16,18,7,2,12,10,2,2
13,1,9,12,0,7,4,7,1,13,10,0,1
7,3,4,4,7,0,0,8,4,2,7,4,2
3,0,6,10,36,7,5,6,3,4,10,0,0
12,1,11,7,16,14,21,9,0,7,6,2,3
9,4,7,10,1,5,7,10,4,6,7,1,1
7,1,8,9,8,0,1,12,0,6,5,5,2
3,3,5,8,38,8,8,3,1,9,7,0,0
7,1,7,7,13,16,20,7,1,9,7,2,0
12,1,10,9,1,3,5,15,1,6,8,1,1
8,1,6,9,5,0,0,5,1,6,8,1,1
6,1,3,8,42,6,7,3,1,11,6,4,2
7,0,11,8,12,19,20,8,0,12,11,2,1
10,0,6,7,1,3,4,12,1,14,10,0,0
3,1,5,4,3,0,1,2,1,8,4,4,2
6,2,3,6,47,5,7,7,0,6,9,0,1
6,2,10,3,8,27,16,16,2,11,11,1,1
15,1,10,11,2,1,3,15,5,10,11,0,0
9,1,7,7,5,1,0,8,6,5,11,3,3
5,5,9,6,46,10,7,9,1,6,10,1,0
11,5,13,11,9,20,18,9,0,14,11,1,0
16,3,7,10,0,1,4,11,0,15,10,2,0
5,2,2,10,7,0,0,6,2,3,11,4,0
7,1,7,11,33,10,6,3,0,4,9,2,0
6,2,12,9,19,18,14,5,2,11,11,0,0
18,0,13,8,1,8,4,14,1,6,10,1,1
7,2,6,10,6,0,0,6,2,6,11,4,1
7,1,4,9,34,7,5,8,1,4,11,2,0
4,4,11,10,20,19,16,10,2,2,11,3,1
12,0,13,5,0,5,8,11,1,12,8,0,0
3,0,6,8,7,0,0,6,4,6,7,5,2
2,1,0,4,39,7,7,1,2,6,6,0,0
9,0,11,8,13,18,20,9,2,15,4,0,1
8,1,16,5,1,4,3,15,2,8,11,2,0
4,2,6,8,5,0,1,7,1,4,10,2,2
3,1,3,9,39,8,6,6,0,2,11,1,0
7,1,5,6,16,15,20,9,1,9,6,1,0
12,2,12,4,0,6,5,19,2,11,6,1,1
9,2,6,10,4,0,0,10,2,3,11,8,1
5,1,4,9,45,10,7,11,0,7,11,1,0
7,2,10,8,10,17,18,12,8,9,10,0,0
13,3,10,7,1,4,4,15,1,14,12,0,0
10,0,8,6,6,0,0,5,3,7,10,6,1
4,2,7,9,40,7,7,4,0,4,10,1,0
6,1,15,11,13,23,15,6,0,9,10,3,1
15,2,8,10,1,2,6,11,1,8,12,0,0
6,0,3,9,4,0,0,8,3,6,9,5,3
6,1,5,7,37,6,3,8,3,4,8,0,0
5,2,8,8,18,20,19,6,1,9,11,1,1
15,0,14,7,1,6,6,15,0,7,7,0,1
6,6,5,7,3,0,0,8,4,6,8,3,1
6,1,4,10,42,8,7,6,3,6,10,0,0
9,3,12,11,12,22,13,9,4,10,8,1,1
14,3,15,8,3,2,7,8,4,14,8,2,1
7,1,1,11,4,0,1,12,2,6,11,3,1
3,0,6,8,46,10,6,5,6,2,10,1,0
8,2,9,7,10,19,19,4,2,10,11,1,1
19,1,9,8,0,2,4,5,1,16,5,0,0
11,3,6,10,7,0,0,6,1,5,7,4,1
7,1,4,9,39,7,6,3,0,9,6,1,0
12,4,15,12,14,21,18,5,0,13,10,0,0
11,6,11,10,0,5,3,17,3,7,7,0,0
6,4,4,11,3,0,0,3,0,2,10,1,4
6,1,4,11,43,7,8,6,0,6,6,0,0
9,2,13,7,14,13,24,6,3,12,8,2,0
13,1,6,11,0,5,3,14,0,11,6,1,0
2,2,7,9,7,0,0,10,1,5,6,5,2
4,2,10,5,41,5,9,4,2,3,10,0,0
4,1,7,8,11,19,19,7,1,7,8,2,0
13,1,16,11,1,2,6,13,2,11,3,0,0
9,0,2,10,7,0,0,8,0,5,10,4,4
6,1,5,11,34,7,7,6,0,3,7,0,0
4,4,10,6,18,14,19,6,1,8,8,1,1
10,0,9,9,1,3,9,11,1,19,7,2,1
4,2,5,5,8,0,1,4,2,9,6,4,0
3,3,6,6,30,5,6,5,2,6,8,1,0
3,2,17,8,21,21,15,6,2,6,10,0,0
8,2,7,8,1,5,8,12,1,12,6,0,0
11,3,3,4,4,0,0,6,1,3,6,1,4
5,3,4,7,39,9,9,7,1,5,7,1,0
9,2,7,11,15,18,15,13,4,15,9,1,1
9,1,15,8,2,5,4,9,2,8,11,1,0
8,2,4,5,5,0,0,6,2,6,10,1,1
5,4,5,7,39,11,5,5,2,3,6,1,1
9,1,11,8,15,15,19,8,4,11,10,0,0
7,2,16,9,1,4,6,11,1,13,10,1,1
4,2,4,9,4,0,0,10,4,4,6,2,2
5,2,3,6,37,8,4,4,0,2,11,3,1
7,1,10,7,17,18,18,12,1,11,10,0,1
15,1,7,6,2,3,9,15,1,11,10,0,3
7,1,7,9,8,0,0,6,2,4,10,7,2
4,2,8,9,39,9,7,4,2,5,7,0,0
13,2,12,11,13,18,17,7,0,10,7,1,1
8,1,11,9,0,3,6,9,1,10,7,1,0
8,1,5,10,6,0,0,10,0,7,4,4,3
2,2,2,7,39,6,8,4,3,4,9,1,0
5,1,10,7,15,19,17,12,0,12,9,4,0
12,0,8,5,0,5,5,10,2,9,11,1,1
12,3,6,4,5,0,0,4,2,8,6,3,1
3,3,3,10,36,8,9,1,2,5,8,0,0
9,1,15,8,18,12,18,7,2,11,7,0,1
6,2,7,9,1,8,4,10,0,14,6,1,1
11,1,6,10,6,0,1,7,3,8,8,3,0
5,1,5,9,35,9,3,5,1,8,10,2,1
9,0,14,10,15,14,20,9,2,9,11,2,1
6,0,14,9,4,7,5,10,1,8,10,2,0
5,2,4,9,6,0,2,13,3,6,9,2,0
4,0,4,4,36,7,9,4,2,3,11,1,0
7,1,16,8,15,16,17,9,0,12,7,3,0
11,2,5,5,3,5,5,10,2,11,5,2,0
10,0,8,9,5,0,1,7,1,5,10,1,1
5,1,6,12,42,6,12,4,0,4,8,0,1
6,1,7,10,11,23,11,15,2,18,4,1,0
12,1,20,10,2,4,3,5,2,6,11,2,0
11,1,1,10,6,0,1,5,1,4,11,3,2
2,4,5,6,37,6,8,8,0,5,10,1,0
4,0,8,10,16,17,18,12,2,15,7,0,0
13,0,8,1,1,7,3,10,4,9,10,1,0
6,2,8,7,6,0,1,10,2,8,10,7,2
5,3,6,8,44,10,9,5,3,2,10,0,1
10,1,6,10,10,19,12,7,0,9,11,0,1
14,0,11,7,0,6,4,7,0,10,7,1,1
13,1,3,6,6,0,0,5,0,8,5,5,1
7,1,4,10,40,6,8,3,0,5,10,1,1
9,2,12,11,13,13,22,8,1,15,9,2,0
8,1,10,8,1,3,8,11,1,12,8,1,0
8,1,2,11,2,0,0,8,0,7,8,2,3
4,0,5,8,43,6,7,6,3,1,4,0,1
8,1,14,9,14,18,19,9,3,19,9,1,0
10,3,8,8,1,6,3,10,3,7,10,0,1
6,2,12,10,6,1,0,8,2,3,9,4,3
8,2,4,8,37,6,13,2,2,4,6,0,0
4,3,6,11,15,12,20,5,0,23,8,1,0
13,1,16,7,2,2,6,8,3,11,4,1,0
6,3,3,10,5,1,0,11,2,8,11,2,0
2,2,1,10,33,3,7,10,2,4,10,1,0
8,5,10,5,19,16,18,8,4,10,9,0,0
6,1,12,10,3,5,10,12,0,15,10,1,0
3,0,5,7,8,0,1,10,3,6,12,5,1
3,2,4,3,34,9,7,1,2,4,10,0,0
13,0,14,5,18,16,17,9,0,8,4,0,1
7,3,9,10,0,7,4,14,2,10,8,2,1
10,0,5,8,5,0,0,7,2,5,8,2,3
8,3,10,10,36,6,9,5,4,5,8,0,1
8,3,10,9,18,15,21,8,2,9,10,1,0
9,4,4,12,1,4,4,10,0,15,7,0,1
9,0,3,10,8,0,1,10,3,6,9,3,2
3,2,3,6,37,5,8,7,3,4,8,1,0
7,0,6,4,14,19,18,9,2,10,10,1,0
7,1,12,5,1,3,7,9,1,15,8,0,0
7,1,4,6,5,0,0,7,1,9,8,2,2
7,4,2,5,38,6,5,4,1,8,10,0,0
11,2,7,9,15,14,25,9,1,14,10,1,1
9,1,6,11,2,5,5,15,4,15,11,1,0
9,1,8,4,6,0,0,7,2,7,10,2,1
4,1,7,10,38,3,10,3,2,5,11,0,0
8,0,10,10,15,16,20,9,0,9,11,2,0
8,4,11,7,1,4,7,19,1,9,8,0,0
6,5,4,7,6,0,0,14,1,4,10,6,0
7,0,2,11,39,6,3,3,1,4,11,1,1
6,2,12,7,14,22,20,6,1,19,7,1,1
11,1,9,8,1,4,4,15,0,5,10,1,1
9,3,6,6,4,0,1,4,2,7,10,3,0
7,3,5,11,42,7,5,2,0,5,8,1,2
3,3,14,9,14,18,18,7,2,5,5,0,0
11,5,12,3,0,4,8,15,1,11,5,1,1
10,3,5,11,7,0,0,5,1,3,8,3,3
3,1,2,10,37,6,8,1,1,2,5,2,1
4,0,14,10,15,20,16,10,0,12,2,0,1
14,2,11,7,1,5,5,15,2,5,9,0,2
7,3,7,8,5,0,0,3,0,11,7,2,1
9,1,3,10,37,9,11,3,1,5,9,2,1
10,3,11,10,18,12,14,13,3,12,9,0,0
14,0,9,11,0,5,9,7,2,15,10,1,0
7,1,9,9,5,0,0,10,4,6,10,3,4
3,4,2,11,38,8,6,7,2,4,9,1,0
9,3,11,7,17,20,13,8,1,11,10,1,0
14,2,9,8,0,4,9,7,3,12,8,0,0
7,1,6,8,7,0,0,12,0,7,10,4,4
3,1,6,10,36,7,7,5,2,6,11,1,1
8,3,10,6,16,18,16,4,2,17,9,0,0
11,1,11,11,1,6,5,9,1,12,11,0,1
7,1,7,5,5,0,1,8,2,3,9,4,3
3,2,4,9,34,7,4,7,1,6,9,1,0
7,0,11,8,21,17,18,4,3,20,8,1,0
13,0,8,7,0,8,6,8,2,7,10,0,1
8,2,5,7,4,0,0,9,0,5,10,1,1
